,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
1415,The Hooters,Nervous Night,And We Danced,2Ltm1hcqVSFt0Nh4dD7Z5R,0.5820000000000001,0.868,9,-11.565999999999999,1,0.0354,0.0,0.262,0.767,145.94899999999998,228107,4,6
1416,Mr. Mister,The Best of Mr. Mister,Kyrie - Single Version,5BXj1QDRU77J1ngVavG1tI,0.489,0.6759999999999999,0,-8.769,1,0.0367,0.0,0.389,0.623,89.735,256960,4,5
1417,Aretha Franklin,Who's Zoomin' Who? (Expanded Edition),Freeway of Love - Single Mix,6Uhmf736HHPm5i9wrNyZuR,0.754,0.799,0,-8.646,1,0.106,3.32e-06,0.0493,0.674,125.431,246733,4,6
1418,Rick Astley,Whenever You Need Somebody,Together Forever - Lover's Leap Remix,6ZiVaOE4ikIsYbuhVHizz9,0.7070000000000001,0.924,2,-11.844000000000001,1,0.0518,0.000157,0.134,0.903,115.09100000000001,204973,4,6
1419,Eurythmics,Be Yourself Tonight,Would I Lie to You? - Remastered Version,1lJZSsMoWEbrgaY6CxPMf8,0.613,0.912,2,-4.638,1,0.0328,3.65e-05,0.52,0.733,131.968,268240,4,5
1420,Marvin Gaye,Midnight Love,Sexual Healing,3VZmChrnVW8JK6ano4gSED,0.805,0.601,0,-9.7,0,0.0579,0.000129,0.0581,0.746,94.382,238600,4,7
1421,Scandal,Warrior,The Warrior (feat. Patty Smyth),2hQnLzly0jRPpLPp23sA4i,0.606,0.777,2,-11.034,1,0.0347,0.0,0.321,0.8590000000000001,123.07700000000001,240827,4,6
1422,The Psychedelic Furs,Forever Now,Love My Way,4dk40nfaQav6b4ZsJ9OYUo,0.637,0.85,0,-5.053999999999999,1,0.0351,0.00017900000000000001,0.152,0.52,126.10600000000001,213973,4,6
1423,Backstreet Boys,The Hits--Chapter One,I Want It That Way,6e40mgJiCid5HRAGrbpGA6,0.6890000000000001,0.7020000000000001,6,-5.642,0,0.0261,0.0,0.159,0.484,99.031,213600,4,7
1424,Natalie Imbruglia,Glorious: The Singles 97-07,Torn,3APayTEWiUl9Ssep4BOXR2,0.5589999999999999,0.9279999999999999,5,-3.04,1,0.0355,5.56e-05,0.696,0.599,96.315,244813,4,5
1425,East 17,Steam,Stay Another Day,4wYCe9tSmUolNU4WmJKbZy,0.524,0.489,2,-7.827999999999999,1,0.0274,0.000624,0.18600000000000003,0.44299999999999995,127.76799999999999,267133,4,2
1426,Roxette,It Must Have Been Love,"It Must Have Been Love - From the Film ""Pretty Woman""",6kvoHl80mfCVTv7XnZkjQn,0.52,0.652,5,-6.655,1,0.0274,5.489999999999999e-05,0.256,0.722,80.609,258787,4,6
1427,Oasis,Stop The Clocks,Wonderwall,2CT3r93YuSHtm57mjxvjhH,0.409,0.892,2,-4.373,1,0.0336,0.0,0.207,0.6509999999999999,174.426,258613,4,3
1428,Eagle-Eye Cherry,Desireless,Save Tonight,7v02Sn9vYRQ6pc1lqhnkWY,0.5479999999999999,0.742,0,-6.5360000000000005,1,0.0337,3.97e-05,0.109,0.583,119.49600000000001,236040,4,6
1429,George Michael,Older,"Fastlove, Pt. 1",6SaeXxdt0Id6ZzmX0ZGTQK,0.735,0.64,10,-7.522,0,0.07200000000000001,0.0010199999999999999,0.345,0.551,104.444,324667,4,7
1430,Sinéad O'Connor,I Do Not Want What I Haven't Got,Nothing Compares 2 U,3nvuPQTw2zuFAVuLsC9IYQ,0.511,0.574,5,-7.016,1,0.0273,2.33e-05,0.105,0.161,119.917,280040,4,2
1431,The Goo Goo Dolls,Dizzy up the Girl,Iris,6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072000000000001,0,0.0362,7.97e-06,0.0942,0.49700000000000005,155.925,289533,3,0
1432,Deep Blue Something,Home,Breakfast At Tiffany's,3GpdNg7Krt9vjc6tgDoKe1,0.624,0.826,2,-5.534,1,0.0287,0.0,0.0938,0.526,110.368,257187,4,6
1433,Ini Kamoze,Here Comes The Hotstepper,Here Comes the Hotstepper - Heartical Mix,3QRM0qZB7oMYavveH0iEqx,0.889,0.45399999999999996,4,-8.597999999999999,0,0.221,0.00018600000000000002,0.203,0.436,100.36,250467,4,7
1434,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,0.5589999999999999,0.345,4,-13.495999999999999,1,0.0459,0.000105,0.141,0.45799999999999996,84.581,264307,4,2
1435,Aerosmith,Get A Grip,Cryin',0NJC0FDCODpPUntRTTQq97,0.445,0.856,9,-3.674,1,0.0327,0.0101,0.36700000000000005,0.486,105.87200000000001,308333,3,0
1436,Spice Girls,Spice,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.8640000000000001,11,-6.145,1,0.0324,0.0,0.162,0.8909999999999999,110.008,173027,4,6
1437,The Cardigans,Gran Turismo,My Favourite Game,0Ssq7X1zG3iUqTDEKPaT1J,0.58,0.782,5,-7.085,0,0.0338,0.00115,0.31,0.496,143.475,217133,4,7
1438,K-Ci & JoJo,Love Always,All My Life,5GorFaKkP2mLREQvhSblIg,0.629,0.511,1,-8.651,1,0.0326,3.91e-06,0.0588,0.18100000000000002,128.03799999999998,331240,4,2
1439,Lighthouse Family,Postcards From Heaven,High,0AQHfKjzky28rf5ytfBANJ,0.662,0.628,10,-8.502,1,0.0251,0.0776,0.128,0.588,102.319,308333,4,6
1440,TLC,Fanmail,No Scrubs,1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.2669999999999995,0,0.0953,0.000717,0.0685,0.59,92.90899999999999,214400,4,7
1441,Aerosmith,Get A Grip,Amazing,6beFuzSjwhOKFZp2aqYDdY,0.308,0.747,0,-5.434,1,0.037000000000000005,8.27e-05,0.431,0.278,139.454,356160,4,3
1442,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),Freedom! '90 - Remastered,3tyTt5pEWblt96j1HsXiV5,0.677,0.852,5,-10.856,1,0.045,3.9500000000000005e-05,0.0595,0.93,91.691,390862,4,6
1443,Michael Bolton,"Time, Love & Tenderness",When a Man Loves a Woman,3ascnOSOR5MX901ylGuhcl,0.47600000000000003,0.363,1,-10.706,1,0.0296,0.0,0.055,0.243,164.555,231067,3,0
1444,Rod Stewart,If We Fall in Love Tonight,All for Love,4lsEHglVsLzILTDQ3CNESV,0.51,0.44,2,-11.015,1,0.0293,0.0,0.0994,0.135,74.8,281200,4,2
1445,TLC,Crazysexycool,Waterfalls,6qspW4YKycviDFjHBOaqUY,0.77,0.505,1,-7.345,1,0.0828,7.4e-05,0.0777,0.757,171.798,279507,4,6
1446,Roxette,Joyride (Extended Version),Fading Like A Flower (Every Time You Leave),3r6lBKYbdru7e7ky2MiF75,0.609,0.6679999999999999,0,-5.7379999999999995,1,0.026000000000000002,0.0,0.21899999999999997,0.319,105.419,230680,4,6
1447,George Michael,Faith,Father Figure - Remastered,0L0T4tMAaGqLgIVj1MOj9t,0.6890000000000001,0.33299999999999996,3,-13.288,1,0.0262,3.3600000000000004e-05,0.0853,0.284,101.988,336667,4,2
1448,Wilson Phillips,Wilson Phillips,Hold On,4VZDv8sASBS8UruUBGTFdk,0.679,0.657,5,-9.897,1,0.0255,0.0,0.0497,0.546,97.8,266867,4,6
1449,Boyzone,A Different Beat,Picture Of You,2AlVWg58iy4Cx6KqD0XYu2,0.768,0.919,0,-6.066,1,0.0416,1.14e-06,0.366,0.862,116.649,206040,4,6
1450,TLC,Crazysexycool,Creep,1aWV3uY3SIEZVbmv45oFWS,0.8109999999999999,0.45799999999999996,5,-9.687999999999999,0,0.0402,1.41e-06,0.0526,0.797,92.94,268533,4,7
1451,B*Witched,C'est la Vie: The Collection,C'est La Vie,0P6CPJrNJ1Zt755CQTWg3S,0.705,0.9359999999999999,7,-5.109,1,0.0306,0.000124,0.0506,0.9390000000000001,109.00399999999999,173693,4,6
1452,All Saints,All Saints,Never Ever,7ziHnshbknkpFLDW5yGBjO,0.738,0.541,1,-5.485,1,0.0311,0.0,0.0492,0.309,134.187,387573,4,2
1453,Robbie Williams,I've Been Expecting You,She's The One,4lO57zZGFcj7vSY4QhfVDq,0.243,0.609,10,-8.451,1,0.0323,1.13e-05,0.221,0.33299999999999996,166.668,258027,4,3
1454,Go West,Indian Summer,The King of Wishful Thinking,4UQLQJu3DNvVkMVglwElU2,0.669,0.868,0,-7.377000000000001,1,0.0527,0.0,0.0991,0.9129999999999999,107.885,241760,4,6
1455,Duran Duran,Duran Duran,Ordinary World,0wokCRaKD0zPNhMRXAgVsr,0.47200000000000003,0.652,1,-10.171,0,0.0305,1.12e-05,0.14,0.401,140.124,340200,4,3
1456,Various Artists,Tarzan Original Soundtrack (German Version),You'll Be In My Heart,0LXosXV9ZvmzIpzUsOMuLv,0.568,0.748,8,-6.523,1,0.0298,4.48e-06,0.0932,0.615,96.699,258400,4,6
1457,Lionel Richie,Back To Front,Endless Love,5iwyLsQ5yjnCaRrJGyAPZM,0.483,0.268,10,-11.809000000000001,1,0.0257,0.0163,0.145,0.182,93.47,266800,4,2
1458,Simply Red,Stars (Collector's Edition),Stars,75CgD6l7K4qMzZrn4CbZqz,0.716,0.818,7,-7.456,1,0.0256,0.0008060000000000001,0.23600000000000002,0.8170000000000001,103.66799999999999,248600,4,6
1459,Genesis,We Can't Dance,I Can't Dance - Remastered 2007,7safX55XidhznxK5eDdDm5,0.9159999999999999,0.523,3,-9.732999999999999,1,0.0521,1.13e-05,0.0488,0.88,107.564,241360,4,6
1460,Nick Kamen,Move Until We Fly,I Promised Myself,5jVJAojK3LFKETjI2gYb8O,0.581,0.8009999999999999,9,-12.282,1,0.0306,0.0017100000000000001,0.0326,0.6920000000000001,128.179,240773,4,6
1461,S Club 7,S Club,Bring It All Back,3v0uXfyMEZ1lGvBOv1Y4ar,0.679,0.903,4,-4.914,1,0.0463,0.0,0.37200000000000005,0.872,108.11399999999999,213600,4,6
1462,Meredith Brooks,Blurring The Edges,Bitch,3i6qNxyVgIdUZTTi5m25EM,0.617,0.8859999999999999,9,-5.952999999999999,1,0.055,9.63e-05,0.0523,0.629,96.32799999999999,252760,4,6
1463,Lisa Loeb & Nine Stories,Tails,Stay,7Lwo27zrXusqUlAaTgnytp,0.6759999999999999,0.5920000000000001,1,-6.8870000000000005,1,0.0452,0.0,0.107,0.337,80.316,183760,4,2
1464,Jewel,Pieces Of You,You Were Meant For Me,14sVnTYvfzo9sQM4RkQTaq,0.5820000000000001,0.33,6,-7.928,1,0.0347,1.48e-06,0.105,0.40700000000000003,111.87299999999999,254480,4,2
1465,Smash Mouth,Astro Lounge,All Star,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0,0.0861,0.7759999999999999,104.01899999999999,200373,4,6
1466,Babyface,The Day,Every Time I Close My Eyes (with Kenny G),2ezqQeBiC72gwMJoO4w1hA,0.654,0.41700000000000004,5,-7.699,1,0.025,0.0,0.0963,0.27899999999999997,143.67600000000002,296267,4,2
1467,Robin S,Show Me Love,Show Me Love,4t0UsYzmmmZRMTWn77jiGF,0.8109999999999999,0.833,5,-4.2589999999999995,1,0.153,2.0600000000000003e-05,0.0769,0.5670000000000001,120.258,252107,4,6
1468,Metallica,Metallica,Nothing Else Matters,0nLiqZ6A27jJri2VCalIUs,0.5529999999999999,0.36200000000000004,4,-11.218,0,0.0263,6.01e-06,0.075,0.158,142.352,388267,3,0
1469,Blackstreet,Another Level,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,0.867,0.6459999999999999,1,-4.6739999999999995,0,0.28800000000000003,0.0,0.27899999999999997,0.67,88.634,304600,4,1
1470,Bryan Adams,On A Day Like Today,When You're Gone,7p9dd71JR2ucoAuO1Sy0VZ,0.546,0.9309999999999999,0,-6.343999999999999,1,0.0341,2.9199999999999998e-05,0.11,0.643,125.495,204893,4,6
1471,Céline Dion,The Colour Of My Love,The Power of Love,5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,8,-9.072000000000001,1,0.0291,0.00045999999999999996,0.24,0.247,140.054,342400,4,3
1472,Cher,Believe,Believe,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0.0,0.0509,0.45899999999999996,132.975,239027,4,6
1473,Enrique Iglesias,Enrique,Rhythm Divine,4XifD1V0kWoG4WwsXTwS3y,0.628,0.971,9,-2.713,0,0.16,0.0,0.0937,0.44299999999999995,101.999,209773,4,7
1474,MC Hammer,Please Hammer Don't Hurt 'Em,U Can't Touch This,1B75hgRqe7A4fwee3g3Wmu,0.867,0.517,11,-13.222000000000001,0,0.0875,0.000339,0.0864,0.866,133.148,257360,4,7
1475,Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,1Eb90nmqTrxylKFhcUzW8P,0.5329999999999999,0.36,1,-12.633,1,0.0282,1.0300000000000001e-05,0.0631,0.299,131.22899999999998,393640,4,2
1476,Michael Jackson,Dangerous,Heal the World,7woW97CfcWaKtuC6W5BP2K,0.545,0.485,9,-8.045,1,0.0485,1.8000000000000001e-06,0.10400000000000001,0.10099999999999999,80.94800000000001,384307,4,2
1477,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,Doo Wop (That Thing),2bZfoRmADhlF5gMCSZ4pDS,0.535,0.505,2,-8.926,0,0.245,0.0,0.0923,0.495,99.935,320267,4,7
1478,Enrique Iglesias,Enrique,Could I Have This Kiss Forever,01qCxvpyyIm0a0RG3uYxEm,0.457,0.892,10,-5.926,0,0.0986,4.46e-06,0.141,0.508,93.664,235293,4,7
1479,Boyz II Men,II,I'll Make Love To You,7dfl9X38RhIvB3oSmmneq3,0.5589999999999999,0.49,2,-8.06,1,0.0247,0.0,0.099,0.20199999999999999,142.447,236760,3,0
1480,Diana King,Tougher Than Love,Shy Guy,3ldG6XCLDXxWg1N6XhrSKo,0.7140000000000001,0.825,11,-5.447,0,0.0751,0.0005690000000000001,0.049,0.7509999999999999,94.074,258560,4,7
1481,En Vogue,EV3,Don't Let Go (Love),06TuMCjDEYjTOJScCRzmjf,0.618,0.688,5,-5.867000000000001,0,0.0477,6.32e-06,0.3,0.561,78.311,291880,4,7
1482,Savage Garden,Savage Garden,Truly Madly Deeply,013AWvizllIUEC2FOBzOnh,0.555,0.698,0,-8.874,1,0.0287,0.0,0.0851,0.816,168.12,277267,4,3
1483,Brandy,Never Say Never,The Boy Is Mine,6sHsXIJoEN5JpdkGMQDJxt,0.7040000000000001,0.7070000000000001,1,-6.537000000000001,0,0.0391,0.00106,0.318,0.7609999999999999,93.145,294787,4,7
1484,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),End Of The Road,3l3xTXsUXeWlkPqzMs7mPD,0.64,0.42700000000000005,5,-9.29,0,0.0241,0.0,0.0579,0.529,149.703,351467,3,0
1485,Jamiroquai,Travelling Without Moving (Remastered),Virtual Insanity - Remastered,2Bxt2qamL6iu0XN0Td484J,0.618,0.893,6,-6.475,1,0.109,3.17e-05,0.285,0.515,91.97200000000001,340907,4,6
1486,Madonna,Celebration (double disc version),Vogue,27QvYgBk0CHOVHthWnkuWt,0.737,0.88,6,-6.449,1,0.0433,0.00351,0.41700000000000004,0.32899999999999996,115.99799999999999,316813,4,5
1487,Mr. President,We See The Same Sun,Coco Jamboo - Radio Version,6rQ9qJPvInEqSzlh89LsPJ,0.8320000000000001,0.838,1,-5.414,0,0.0421,0.0,0.152,0.965,100.01899999999999,218733,4,7
1488,Mariah Carey,Daydream,One Sweet Day,7ySbfLwdCwl1EM0zNCJZ38,0.568,0.495,1,-8.964,1,0.0299,0.0,0.0839,0.303,128.234,281067,4,2
1489,No Doubt,Tragic Kingdom,Just A Girl,36bOT34EdRNrNhCWMwNJKu,0.6409999999999999,0.914,2,-4.798,1,0.05,6.54e-05,0.132,0.723,107.99600000000001,208400,4,6
1490,R.E.M.,Automatic For The People (U.S. Version),Everybody Hurts,4tCWWnk3BXinf7FllmSyHW,0.254,0.38299999999999995,2,-8.036,1,0.0282,0.0237,0.172,0.17800000000000002,188.2,318240,3,0
1491,Ricky Martin,Ricky Martin,Livin' la Vida Loca,0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.9540000000000001,1,-3.7560000000000002,0,0.0476,0.0,0.0555,0.9329999999999999,178.043,243160,4,3
1492,Robbie Williams,Life Thru A Lens,Let Me Entertain You,0SLtqCrXBRrnkxSOMA3X4W,0.478,0.965,10,-5.022,1,0.0642,0.00251,0.0854,0.34700000000000003,125.152,262000,4,3
1493,Roxette,Joyride (2009 Version),Joyride,7CBy5lwwNECPDjsksQrxxB,0.631,0.77,2,-5.315,1,0.0267,0.0,0.48100000000000004,0.7340000000000001,102.348,263093,4,5
1494,Seal,Seal,Crazy,10tdqQKFhddpkjzxllTVRj,0.633,0.846,4,-6.744,0,0.0426,0.0034100000000000003,0.11,0.899,102.87100000000001,268040,4,7
1495,Santana,Supernatural (Legacy Edition),Smooth,3kenIsD2tMzxb8XtJlxi5J,0.609,0.9229999999999999,9,-3.908,1,0.0338,4.73e-06,0.295,0.961,115.99600000000001,294987,4,6
1496,Shania Twain,Come On Over (International Version),Man! I Feel Like A Woman!,6q9orQ8lTnKFqBhxRB0bY5,0.664,0.889,10,-3.0580000000000003,1,0.0468,0.0,0.298,0.7290000000000001,124.986,233000,4,6
1497,Spice Girls,Spiceworld,Stop,3FteycP8CaXS1MhjcXekVT,0.722,0.845,2,-4.446000000000001,0,0.0308,0.0,0.0561,0.965,130.13,204754,4,7
1498,Céline Dion,Let's Talk About Love,"My Heart Will Go On - Love Theme from ""Titanic""",3oEHQmhvFLiE7ZYES0ulzv,0.428,0.276,4,-11.729000000000001,1,0.0312,5.33e-06,0.11699999999999999,0.0382,99.195,280000,1,0
1499,Tom Jones,Reload,Sexbomb,6KHXp9QKpRuBQPLDOiZlsV,0.8009999999999999,0.8759999999999999,8,-3.94,0,0.0446,1.3800000000000002e-05,0.10400000000000001,0.932,122.98,211893,4,7
1500,Spin Doctors,Pocket Full Of Kryptonite,Two Princes,4ePP9So5xRzspjLFVVbj90,0.5429999999999999,0.912,7,-10.71,1,0.0601,2.1000000000000002e-06,0.0565,0.836,103.73100000000001,256733,4,6
1501,Take That,Take That Greatest Hits,How Deep Is Your Love,7pUARNBq1Puwna5LrAhosi,0.7859999999999999,0.376,4,-14.285,1,0.0273,0.000611,0.18600000000000003,0.43700000000000006,99.992,221000,4,2
1502,Spice Girls,Spice,2 Become 1,36AWdhZIGLUTkWpJDhe7va,0.6459999999999999,0.665,6,-7.877999999999999,1,0.0268,1.9699999999999998e-05,0.23800000000000002,0.7,143.966,241027,4,6
1503,Toni Braxton,Secrets,Un-Break My Heart,5Ihd9HrPvOADyVoonH9ZjB,0.625,0.426,2,-8.392000000000001,0,0.0271,0.0,0.11599999999999999,0.11199999999999999,110.01799999999999,270333,4,2
1504,Whitney Houston,The Bodyguard - Original Soundtrack Album,I'm Every Woman,2eHj0klWkwRQuIrNlPpCPa,0.6659999999999999,0.848,5,-8.312000000000001,0,0.0529,0.00295,0.126,0.402,119.541,285107,4,7
1505,Bruce Springsteen,The Essential Bruce Springsteen,Streets of Philadelphia,33PYfsUghmJi6rcKCfJ7my,0.728,0.249,5,-15.429,1,0.0328,0.21600000000000003,0.0875,0.452,93.68299999999999,195800,4,2
1506,Big Mountain,Unity,"Baby, I Love Your Way",2le9fblYnfoLr9dkZIsJUa,0.6509999999999999,0.747,1,-7.269,0,0.0699,0.0,0.207,0.7759999999999999,147.518,249520,4,7
1507,Will Smith,Big Willie Style,"Men In Black - From ""Men In Black"" Soundtrack",2FK7fxjzQEXD7Z32HSF0Hl,0.8009999999999999,0.581,5,-8.491,0,0.0681,0.00031800000000000003,0.0971,0.6559999999999999,107.545,227267,4,7
1508,Cher,Believe,Strong Enough,144JMbvbR5txNzoZ112wo4,0.593,0.9229999999999999,0,-6.19,1,0.10099999999999999,0.0,0.29,0.5870000000000001,124.86200000000001,224000,4,6
1509,Whitney Houston,My Love Is Your Love,It's Not Right But It's Okay,3M5CUQzQ59GdpADOQiVW99,0.805,0.807,1,-7.0760000000000005,1,0.0833,0.000893,0.0729,0.527,127.90100000000001,292400,4,6
1510,Destiny's Child,The Writing's On The Wall,Say My Name,2gSyc23Hua25fqSFpgAh6W,0.522,0.6759999999999999,5,-3.571,0,0.16,0.0,0.134,0.746,67.42699999999999,271333,4,7
1511,Eric Clapton,Unplugged,Layla,4fvTMIZhXaaLokgmo4uMqF,0.51,0.389,2,-14.317,0,0.0384,0.000398,0.644,0.621,94.04,260440,4,5
1512,Will Smith,Big Willie Style,Gettin' Jiggy Wit It,0weAUscowxeqDtpCgtbpgp,0.8809999999999999,0.8740000000000001,6,-4.505,1,0.139,1.14e-06,0.154,0.858,107.891,227933,4,6
1513,Eros Ramazzotti,Dove c'è musica,Più bella cosa,0KligwQn4Iy344p2Q5m6k6,0.691,0.76,8,-6.82,1,0.0262,0.0,0.217,0.639,110.008,265027,4,6
1514,Whitney Houston,My Love Is Your Love,When You Believe (with Mariah Carey) - from The Prince of Egypt,0JN7vUgUolHGHFrOR8xk7S,0.436,0.39,1,-9.62,0,0.0326,0.0,0.12,0.11900000000000001,125.31299999999999,272893,4,2
1515,Faith No More,Angel Dust,Easy,4zzvMG8KrsykYtvFEJ99Cl,0.506,0.5539999999999999,10,-6.742999999999999,0,0.0339,0.00035499999999999996,0.11199999999999999,0.375,124.72399999999999,186960,4,7
1516,Hanson,MmmBop : The Collection,MMMBop,1reVP49LT6RsV6kYY9lTZz,0.685,0.948,9,-5.182,1,0.0457,0.0034700000000000004,0.17,0.628,104.881,267947,4,6
1517,Will Smith,Big Willie Style,Miami,6e8Ou0wiqAzIpWb2eSxll8,0.877,0.534,1,-6.178,1,0.15,1.67e-05,0.0441,0.89,108.17,197560,4,6
1518,Eros Ramazzotti,Tutte storie,Cose della vita,7L93Qjqgh05ZuFflWWyTjN,0.502,0.603,6,-9.496,0,0.0311,0.000504,0.22399999999999998,0.474,176.199,288893,4,3
1519,Shania Twain,Come On Over,You're Still The One,1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0.0,0.0886,0.634,133.822,212200,4,6
1520,Guns N' Roses,Use Your Illusion I,November Rain,3YRCqOhFifThpSRFJ1VWFM,0.294,0.6409999999999999,11,-9.316,1,0.0291,0.22,0.11199999999999999,0.226,79.759,536067,4,2
1521,George Michael,Ladies And Gentlemen... The Best Of George Michael,Don't Let the Sun Go Down on Me,0q90594hk25yo0xZmBTqCd,0.43200000000000005,0.551,0,-8.096,1,0.0289,1.77e-06,0.47200000000000003,0.253,136.465,346960,4,5
1522,Dido,No Angel,Thank You,3yUcJwYu7fXAfqMj9krY6l,0.725,0.583,1,-9.942,0,0.0424,0.000215,0.0665,0.765,79.984,218360,4,7
1523,Iyaz,Replay,Replay,5vlEg2fT4cFWAqU5QptIpQ,0.706,0.7509999999999999,9,-6.3229999999999995,1,0.0708,0.0,0.168,0.195,91.031,182307,4,6
1524,Shaggy,Hot Shot,It Wasn't Me,3WkibOpDF7cQ5xntM1epyf,0.853,0.606,0,-4.596,1,0.0713,0.0,0.313,0.654,94.759,227600,4,6
1525,Pitbull,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0,0.139,0.7879999999999999,129.99200000000002,204160,4,6
1526,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,0.743,0.7659999999999999,0,-6.375,1,0.0265,0.0,0.509,0.61,127.96,289133,4,5
1527,Vance Joy,Dream Your Life Away (Special Edition),Riptide,3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0.0,0.151,0.51,101.654,204280,4,6
1528,Kanye West,Graduation,Stronger,4fzsfWzRhPawzqhX8Qt9F3,0.617,0.7170000000000001,10,-7.858,0,0.153,0.0,0.408,0.49,103.992,311867,4,7
1529,Justin Bieber,My World 2.0,Baby,6epn3r7S14KUqlReYr77hA,0.728,0.8590000000000001,5,-5.237,0,0.13699999999999998,0.0,0.111,0.535,65.043,214240,4,7
1530,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),Starships,59RSrxkSKSixEWBAIvE5Wa,0.747,0.716,11,-2.457,0,0.0751,0.0,0.251,0.7509999999999999,125.006,210627,4,7
1531,Train,"Hey, Soul Sister","Hey, Soul Sister",0KpfYajJVVGgQ32Dby7e9i,0.675,0.885,1,-4.4319999999999995,0,0.0436,0.0,0.086,0.768,97.03,216667,4,7
1532,Taio Cruz,The Rokstarr Hits Collection,Dynamite,2CEgGE6aESpnmtfiZwYlbV,0.7509999999999999,0.7829999999999999,4,-3.7239999999999998,1,0.0859,0.0,0.036000000000000004,0.816,119.975,202613,4,6
1533,Miley Cyrus,The Time Of Our Lives,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10,-4.667,0,0.042,0.00011499999999999999,0.0886,0.47,96.021,202067,4,7
1534,The Macrobats,Weymouth,Weymouth,59OLFGlouL5OlvCZ8JVP1s,0.384,0.19399999999999998,9,-20.788,0,0.035,0.941,0.111,0.0736,152.071,255605,4,4
1535,Maroon 5,Overexposed,Payphone,1LmN9SSHISbtp9LoaR5ZVJ,0.7390000000000001,0.7559999999999999,4,-4.828,1,0.0394,0.0,0.37,0.523,110.02799999999999,231387,4,6
1536,Visual Eyes,It's Only Human,It's Only Human,4x1QQZTvQ16ol5OoNSnmXS,0.5589999999999999,0.617,11,-6.04,0,0.0415,0.000146,0.0748,0.5379999999999999,134.995,315555,4,7
1537,Nicki Minaj,Pink Friday (Deluxe),Super Bass,0iYebKFUSfF72fUu2OW6ZT,0.72,0.861,11,-4.3389999999999995,1,0.209,5.11e-06,0.601,0.669,126.991,200013,4,5
1538,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.637,0.843,5,-5.412999999999999,1,0.0432,0.0,0.0876,0.434,109.012,220733,4,6
1539,Taylor Swift,Red (Deluxe Edition),I Knew You Were Trouble.,0ciHz919LVKoH4zgxyMPZ9,0.622,0.469,3,-6.797999999999999,0,0.0363,2.25e-06,0.0398,0.679,77.01899999999999,217973,4,7
1540,OutKast,Speakerboxxx/The Love Below,Hey Ya! - Radio Mix / Club Mix,5WQ1hIc5d2EVbRQ8qsj8Uh,0.7190000000000001,0.9670000000000001,0,-2.435,1,0.0552,0.00024900000000000004,0.20600000000000002,0.9640000000000001,79.505,235213,4,6
1541,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Firework,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.0,0.0803,0.649,124.072,227880,4,6
1542,Adele,21,Someone Like You,4kflIGfjdZJW4ot2ioixTB,0.5589999999999999,0.33,9,-8.251,1,0.0285,0.0,0.0975,0.285,135.109,285040,4,2
1543,The Weeknd,Beauty Behind The Madness,The Hills,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0,-7.063,0,0.0515,0.0,0.135,0.13699999999999998,113.00299999999999,242253,4,7
1544,Beyoncé,I AM...SASHA FIERCE,Halo,4JehYebiI9JE8sR8MisGVb,0.508,0.72,11,-5.9079999999999995,0,0.0628,0.0,0.0563,0.47200000000000003,79.983,261640,4,7
1545,LMFAO,Sorry For Party Rocking,Party Rock Anthem,0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5,-4.21,0,0.142,0.0,0.266,0.359,129.993,262173,4,7
